0.010000,0.740000,1.000000
0.010000,0.750000,1.000000
0.010000,0.760000,1.000000
0.010000,0.770000,1.000000
0.010000,0.780000,1.000000
0.010000,0.790000,1.000000
0.010000,0.800000,1.000000
0.010000,0.810000,1.000000
0.010000,0.820000,1.000000
0.010000,0.830000,1.000000
0.010000,0.840000,1.000000
0.010000,0.850000,1.000000
0.010000,0.860000,1.000000
0.010000,0.870000,1.000000
0.010000,0.880000,1.000000
0.010000,0.890000,1.000000
0.010000,0.900000,1.000000
0.010000,0.910000,1.000000
0.010000,0.920000,1.000000
0.010000,0.930000,1.000000
0.010000,0.940000,1.000000
0.010000,0.950000,1.000000
0.010000,0.960000,0.907500
0.010000,0.970000,0.806500
0.010000,0.980000,0.705500
0.010000,0.990000,0.604500
0.010000,1.000000,0.503500
0.010000,1.010000,0.402500
0.010000,1.020000,0.301500
0.010000,1.030000,0.200500
0.010000,1.040000,0.099500
0.010000,1.050000,0.000000
0.010000,1.060000,0.000000
0.010000,1.070000,0.000000
0.010000,1.080000,0.000000
0.010000,1.090000,0.000000
0.010000,1.100000,0.000000
0.010000,1.110000,0.000000
0.010000,1.120000,0.000000
0.010000,1.130000,0.000000
0.010000,1.140000,0.000000
0.010000,1.150000,0.000000
0.010000,1.160000,0.000000
0.010000,1.170000,0.000000
0.010000,1.180000,0.000000
0.010000,1.190000,0.000000
0.010000,1.200000,0.000000
0.020000,0.000000,1.000000
0.020000,0.010000,1.000000
0.020000,0.020000,1.000000
0.020000,0.030000,1.000000
0.020000,0.040000,1.000000
0.020000,0.050000,1.000000
0.020000,0.060000,1.000000
0.020000,0.070000,1.000000
0.020000,0.080000,1.000000
0.020000,0.090000,1.000000
0.020000,0.100000,1.000000
0.020000,0.110000,1.000000
0.020000,0.120000,1.000000
0.020000,0.130000,1.000000
0.020000,0.140000,1.000000
0.020000,0.150000,1.000000
0.020000,0.160000,1.000000
0.020000,0.170000,1.000000
0.020000,0.180000,1.000000
0.020000,0.190000,1.000000
0.020000,0.200000,1.000000
0.020000,0.210000,1.000000
0.020000,0.220000,1.000000
0.020000,0.230000,1.000000
0.020000,0.240000,1.000000
0.020000,0.250000,1.000000
0.020000,0.260000,1.000000
0.020000,0.270000,1.000000
0.020000,0.280000,1.000000
0.020000,0.290000,1.000000
0.020000,0.300000,1.000000
0.020000,0.310000,1.000000
0.020000,0.320000,1.000000
0.020000,0.330000,1.000000
0.020000,0.340000,1.000000
0.020000,0.350000,1.000000
0.020000,0.360000,1.000000
0.020000,0.370000,1.000000
0.020000,0.380000,1.000000
0.020000,0.390000,1.000000
0.020000,0.400000,1.000000
0.020000,0.410000,1.000000
0.020000,0.420000,1.000000
0.020000,0.430000,1.000000
0.020000,0.440000,1.000000
0.020000,0.450000,1.000000
0.020000,0.460000,1.000000
0.020000,0.470000,1.000000
0.020000,0.480000,1.000000
0.020000,0.490000,1.000000
0.020000,0.500000,1.000000
0.020000,0.510000,1.000000
0.020000,0.520000,1.000000
0.020000,0.530000,1.000000
0.020000,0.540000,1.000000
0.020000,0.550000,1.000000
0.020000,0.560000,1.000000
0.020000,0.570000,1.000000
0.020000,0.580000,1.000000
0.020000,0.590000,1.000000
0.020000,0.600000,1.000000
0.020000,0.610000,1.000000
0.020000,0.620000,1.000000
0.020000,0.630000,1.000000
0.020000,0.640000,1.000000
0.020000,0.650000,1.000000
0.020000,0.660000,1.000000
0.020000,0.670000,1.000000
0.020000,0.680000,1.000000
0.020000,0.690000,1.000000
0.020000,0.700000,1.000000
0.020000,0.710000,1.000000
0.020000,0.720000,1.000000
0.020000,0.730000,1.000000
0.020000,0.740000,1.000000
0.020000,0.750000,1.000000
0.020000,0.760000,1.000000
0.020000,0.770000,1.000000
0.020000,0.780000,1.000000
0.020000,0.790000,1.000000
0.020000,0.800000,1.000000
0.020000,0.810000,1.000000
0.020000,0.820000,1.000000
0.020000,0.830000,1.000000
0.020000,0.840000,1.000000
0.020000,0.850000,1.000000
0.020000,0.860000,1.000000
0.020000,0.870000,1.000000
0.020000,0.880000,1.000000
0.020000,0.890000,1.000000
0.020000,0.900000,1.000000
0.020000,0.910000,1.000000
0.020000,0.920000,1.000000
0.020000,0.930000,1.000000
0.020000,0.940000,1.000000
0.020000,0.950000,1.000000
0.020000,0.960000,0.905800
0.020000,0.970000,0.804800
0.020000,0.980000,0.703800
0.020000,0.990000,0.602800
0.020000,1.000000,0.501800
0.020000,1.010000,0.400800
0.020000,1.020000,0.299800
0.020000,1.030000,0.198800
0.020000,1.040000,0.097800
0.020000,1.050000,0.000000
0.020000,1.060000,0.000000
0.020000,1.070000,0.000000
0.020000,1.080000,0.000000
0.020000,1.090000,0.000000
0.020000,1.100000,0.000000
0.020000,1.110000,0.000000
0.020000,1.120000,0.000000
0.020000,1.130000,0.000000
0.020000,1.140000,0.000000
0.020000,1.150000,0.000000
0.020000,1.160000,0.000000
0.020000,1.170000,0.000000
0.020000,1.180000,0.000000
0.020000,1.190000,0.000000
0.020000,1.200000,0.000000
0.030000,0.000000,1.000000
0.030000,0.010000,1.000000
0.030000,0.020000,1.000000
0.030000,0.030000,1.000000
0.030000,0.040000,1.000000
0.030000,0.050000,1.000000
0.030000,0.060000,1.000000
0.030000,0.070000,1.000000
0.030000,0.080000,1.000000
0.030000,0.090000,1.000000
0.030000,0.100000,1.000000
0.030000,0.110000,1.000000
0.030000,0.120000,1.000000
0.030000,0.130000,1.000000
0.030000,0.140000,1.000000
0.030000,0.150000,1.000000
0.030000,0.160000,1.000000
0.030000,0.170000,1.000000
0.030000,0.180000,1.000000
0.030000,0.190000,1.000000
0.030000,0.200000,1.000000
0.030000,0.210000,1.000000
0.030000,0.220000,1.000000
0.030000,0.230000,1.000000
0.030000,0.240000,1.000000
0.030000,0.250000,1.000000
0.030000,0.260000,1.000000
0.030000,0.270000,1.000000
0.030000,0.280000,1.000000
0.030000,0.290000,1.000000
0.030000,0.300000,1.000000
0.030000,0.310000,1.000000
0.030000,0.320000,1.000000
0.030000,0.330000,1.000000
0.030000,0.340000,1.000000
0.030000,0.350000,1.000000
0.030000,0.360000,1.000000
0.030000,0.370000,1.000000
0.030000,0.380000,1.000000
0.030000,0.390000,1.000000
0.030000,0.400000,1.000000
0.030000,0.410000,1.000000
0.030000,0.420000,1.000000
0.030000,0.430000,1.000000
0.030000,0.440000,1.000000
0.030000,0.450000,1.000000
0.030000,0.460000,1.000000
0.030000,0.470000,1.000000
0.030000,0.480000,1.000000
0.030000,0.490000,1.000000
0.030000,0.500000,1.000000
0.030000,0.510000,1.000000
0.030000,0.520000,1.000000
0.030000,0.530000,1.000000
0.030000,0.540000,1.000000
0.030000,0.550000,1.000000
0.030000,0.560000,1.000000
0.030000,0.570000,1.000000
0.030000,0.580000,1.000000
0.030000,0.590000,1.000000
0.030000,0.600000,1.000000
0.030000,0.610000,1.000000
0.030000,0.620000,1.000000
0.030000,0.630000,1.000000
0.030000,0.640000,1.000000
0.030000,0.650000,1.000000
0.030000,0.660000,1.000000
0.030000,0.670000,1.000000
0.030000,0.680000,1.000000
0.030000,0.690000,1.000000
0.030000,0.700000,1.000000
0.030000,0.710000,1.000000
0.030000,0.720000,1.000000
0.030000,0.730000,1.000000
0.030000,0.740000,1.000000
0.030000,0.750000,1.000000
0.030000,0.760000,1.000000
0.030000,0.770000,1.000000
0.030000,0.780000,1.000000
0.030000,0.790000,1.000000
0.030000,0.800000,1.000000
0.030000,0.810000,1.000000
0.030000,0.820000,1.000000
0.030000,0.830000,1.000000
0.030000,0.840000,1.000000
0.030000,0.850000,1.000000
0.030000,0.860000,1.000000
0.030000,0.870000,1.000000
0.030000,0.880000,1.000000
0.030000,0.890000,1.000000
0.030000,0.900000,1.000000
0.030000,0.910000,1.000000
0.030000,0.920000,1.000000
0.030000,0.930000,1.000000
0.030000,0.940000,1.000000
0.030000,0.950000,1.000000
0.030000,0.960000,0.903500
0.030000,0.970000,0.802500
0.030000,0.980000,0.701500
0.030000,0.990000,0.600500
0.030000,1.000000,0.499500
0.030000,1.010000,0.398500
0.030000,1.020000,0.297500
0.030000,1.030000,0.196500
0.030000,1.040000,0.095500
0.030000,1.050000,0.000000
0.030000,1.060000,0.000000
0.030000,1.070000,0.000000
0.030000,1.080000,0.000000
0.030000,1.090000,0.000000
0.030000,1.100000,0.000000
0.030000,1.110000,0.000000
0.030000,1.120000,0.000000
0.030000,1.130000,0.000000
0.030000,1.140000,0.000000
0.030000,1.150000,0.000000
0.030000,1.160000,0.000000
0.030000,1.170000,0.000000
0.030000,1.180000,0.000000
0.030000,1.190000,0.000000
0.030000,1.200000,0.000000
0.040000,0.000000,1.000000
0.040000,0.010000,1.000000
0.040000,0.020000,1.000000
0.040000,0.030000,1.000000
0.040000,0.040000,1.000000
0.040000,0.050000,1.000000
0.040000,0.060000,1.000000
0.040000,0.070000,1.000000
0.040000,0.080000,1.000000
0.040000,0.090000,1.000000
0.040000,0.100000,1.000000
0.040000,0.110000,1.000000
0.040000,0.120000,1.000000
0.040000,0.130000,1.000000
0.040000,0.140000,1.000000
0.040000,0.150000,1.000000
0.040000,0.160000,1.000000
0.040000,0.170000,1.000000
0.040000,0.180000,1.000000
0.040000,0.190000,1.000000
0.040000,0.200000,1.000000
0.040000,0.210000,1.000000
0.040000,0.220000,1.000000
0.040000,0.230000,1.000000
0.040000,0.240000,1.000000
0.040000,0.250000,1.000000
0.040000,0.260000,1.000000
0.040000,0.270000,1.000000
0.040000,0.280000,1.000000
0.040000,0.290000,1.000000
0.040000,0.300000,1.000000
0.040000,0.310000,1.000000
0.040000,0.320000,1.000000
0.040000,0.330000,1.000000
0.040000,0.340000,1.000000
0.040000,0.350000,1.000000
0.040000,0.360000,1.000000
0.040000,0.370000,1.000000
0.040000,0.380000,1.000000
0.040000,0.390000,1.000000
0.040000,0.400000,1.000000
0.040000,0.410000,1.000000
0.040000,0.420000,1.000000
0.040000,0.430000,1.000000
0.040000,0.440000,1.000000
0.040000,0.450000,1.000000
0.040000,0.460000,1.000000
0.040000,0.470000,1.000000
0.040000,0.480000,1.000000
0.040000,0.490000,1.000000
0.040000,0.500000,1.000000
0.040000,0.510000,1.000000
0.040000,0.520000,1.000000
0.040000,0.530000,1.000000
0.040000,0.540000,1.000000
0.040000,0.550000,1.000000
0.040000,0.560000,1.000000
0.040000,0.570000,1.000000
0.040000,0.580000,1.000000
0.040000,0.590000,1.000000
0.040000,0.600000,1.000000
0.040000,0.610000,1.000000
0.040000,0.620000,1.000000
0.040000,0.630000,1.000000
0.040000,0.640000,1.000000
0.040000,0.650000,1.000000
0.040000,0.660000,1.000000
0.040000,0.670000,1.000000
0.040000,0.680000,1.000000
0.040000,0.690000,1.000000
0.040000,0.700000,1.000000
0.040000,0.710000,1.000000
0.040000,0.720000,1.000000
0.040000,0.730000,1.000000
0.040000,0.740000,1.000000
0.040000,0.750000,1.000000
0.040000,0.760000,1.000000
0.040000,0.770000,1.000000
0.040000,0.780000,1.000000
0.040000,0.790000,1.000000
0.040000,0.800000,1.000000
0.040000,0.810000,1.000000
0.040000,0.820000,1.000000
0.040000,0.830000,1.000000
0.040000,0.840000,1.000000
0.040000,0.850000,1.000000
0.040000,0.860000,1.000000
0.040000,0.870000,1.000000
0.040000,0.880000,1.000000
0.040000,0.890000,1.000000
0.040000,0.900000,1.000000
0.040000,0.910000,1.000000
0.040000,0.920000,1.000000
0.040000,0.930000,1.000000
0.040000,0.940000,1.000000
0.040000,0.950000,1.000000
0.040000,0.960000,0.900400
0.040000,0.970000,0.799400
0.040000,0.980000,0.698400
0.040000,0.990000,0.597400
0.040000,1.000000,0.496400
0.040000,1.010000,0.395400
0.040000,1.020000,0.294400
0.040000,1.030000,0.193400
0.040000,1.040000,0.092400
0.040000,1.050000,0.000000
0.040000,1.060000,0.000000
0.040000,1.070000,0.000000
0.040000,1.080000,0.000000
0.040000,1.090000,0.000000
0.040000,1.100000,0.000000
0.040000,1.110000,0.000000
0.040000,1.120000,0.000000
0.040000,1.130000,0.000000
0.040000,1.140000,0.000000
0.040000,1.150000,0.000000
0.040000,1.160000,0.000000
0.040000,1.170000,0.000000
0.040000,1.180000,0.000000
0.040000,1.190000,0.000000
0.040000,1.200000,0.000000
0.050000,0.000000,1.000000
0.050000,0.010000,1.000000
0.050000,0.020000,1.000000
0.050000,0.030000,1.000000
0.050000,0.040000,1.000000
0.050000,0.050000,1.000000
0.050000,0.060000,1.000000
0.050000,0.070000,1.000000
0.050000,0.080000,1.000000
0.050000,0.090000,1.000000
0.050000,0.100000,1.000000
0.050000,0.110000,1.000000
0.050000,0.120000,1.000000
0.050000,0.130000,1.000000
0.050000,0.140000,1.000000
0.050000,0.150000,1.000000
0.050000,0.160000,1.000000
0.050000,0.170000,1.000000
0.050000,0.180000,1.000000
0.050000,0.190000,1.000000
0.050000,0.200000,1.000000
0.050000,0.210000,1.000000
0.050000,0.220000,1.000000
0.050000,0.230000,1.000000
0.050000,0.240000,1.000000
0.050000,0.250000,1.000000
0.050000,0.260000,1.000000
0.050000,0.270000,1.000000
0.050000,0.280000,1.000000
0.050000,0.290000,1.000000
0.050000,0.300000,1.000000
0.050000,0.310000,1.000000
0.050000,0.320000,1.000000
0.050000,0.330000,1.000000
0.050000,0.340000,1.000000
0.050000,0.350000,1.000000
0.050000,0.360000,1.000000
0.050000,0.370000,1.000000
0.050000,0.380000,1.000000
0.050000,0.390000,1.000000
0.050000,0.400000,1.000000
0.050000,0.410000,1.000000
0.050000,0.420000,1.000000
0.050000,0.430000,1.000000
0.050000,0.440000,1.000000
0.050000,0.450000,1.000000
0.050000,0.460000,1.000000
0.050000,0.470000,1.000000
0.050000,0.480000,1.000000
0.050000,0.490000,1.000000
0.050000,0.500000,1.000000
0.050000,0.510000,1.000000
0.050000,0.520000,1.000000
0.050000,0.530000,1.000000
0.050000,0.540000,1.000000
0.050000,0.550000,1.000000
0.050000,0.560000,1.000000
0.050000,0.570000,1.000000
0.050000,0.580000,1.000000
0.050000,0.590000,1.000000
0.050000,0.600000,1.000000
0.050000,0.610000,1.000000
0.050000,0.620000,1.000000
0.050000,0.630000,1.000000
0.050000,0.640000,1.000000
0.050000,0.650000,1.000000
0.050000,0.660000,1.000000
0.050000,0.670000,1.000000
0.050000,0.680000,1.000000
0.050000,0.690000,1.000000
0.050000,0.700000,1.000000
0.050000,0.710000,1.000000
0.050000,0.720000,1.000000
0.050000,0.730000,1.000000
0.050000,0.740000,1.000000
0.050000,0.750000,1.000000
0.050000,0.760000,1.000000
0.050000,0.770000,1.000000
0.050000,0.780000,1.000000
0.050000,0.790000,1.000000
0.050000,0.800000,1.000000
0.050000,0.810000,1.000000
0.050000,0.820000,1.000000
0.050000,0.830000,1.000000
0.050000,0.840000,1.000000
0.050000,0.850000,1.000000
0.050000,0.860000,1.000000
0.050000,0.870000,1.000000
0.050000,0.880000,1.000000
0.050000,0.890000,1.000000
0.050000,0.900000,1.000000
0.050000,0.910000,1.000000
0.050000,0.920000,1.000000
0.050000,0.930000,1.000000
0.050000,0.940000,1.000000
0.050000,0.950000,0.997300
0.050000,0.960000,0.896300
0.050000,0.970000,0.795300
0.050000,0.980000,0.694300
0.050000,0.990000,0.593300
0.050000,1.000000,0.492300
0.050000,1.010000,0.391300
0.050000,1.020000,0.290300
0.050000,1.030000,0.189300
0.050000,1.040000,0.088300
0.050000,1.050000,0.000100
0.050000,1.060000,0.000000
0.050000,1.070000,0.000000
0.050000,1.080000,0.000000
0.050000,1.090000,0.000000
0.050000,1.100000,0.000000
0.050000,1.110000,0.000000
0.050000,1.120000,0.000000
0.050000,1.130000,0.000000
0.050000,1.140000,0.000000
0.050000,1.150000,0.000000
0.050000,1.160000,0.000000
0.050000,1.170000,0.000000
0.050000,1.180000,0.000000
0.050000,1.190000,0.000000
0.050000,1.200000,0.000000
0.060000,0.000000,1.000000
0.060000,0.010000,1.000000
0.060000,0.020000,1.000000
0.060000,0.030000,1.000000
0.060000,0.040000,1.000000
0.060000,0.050000,1.000000
0.060000,0.060000,1.000000
0.060000,0.070000,1.000000
0.060000,0.080000,1.000000
0.060000,0.090000,1.000000
0.060000,0.100000,1.000000
0.060000,0.110000,1.000000
0.060000,0.120000,1.000000
0.060000,0.130000,1.000000
0.060000,0.140000,1.000000
0.060000,0.150000,1.000000
0.060000,0.160000,1.000000
0.060000,0.170000,1.000000
0.060000,0.180000,1.000000
0.060000,0.190000,1.000000
0.060000,0.200000,1.000000
0.060000,0.210000,1.000000
0.060000,0.220000,1.000000
0.060000,0.230000,1.000000
0.060000,0.240000,1.000000
0.060000,0.250000,1.000000
0.060000,0.260000,1.000000
0.060000,0.270000,1.000000
0.060000,0.280000,1.000000
0.060000,0.290000,1.000000
0.060000,0.300000,1.000000
0.060000,0.310000,1.000000
0.060000,0.320000,1.000000
0.060000,0.330000,1.000000
0.060000,0.340000,1.000000
0.060000,0.350000,1.000000
0.060000,0.360000,1.000000
0.060000,0.370000,1.000000
0.060000,0.380000,1.000000
0.060000,0.390000,1.000000
0.060000,0.400000,1.000000
0.060000,0.410000,1.000000
0.060000,0.420000,1.000000
0.060000,0.430000,1.000000
0.060000,0.440000,1.000000
0.060000,0.450000,1.000000
0.060000,0.460000,1.000000
0.060000,0.470000,1.000000
0.060000,0.480000,1.000000
0.060000,0.490000,1.000000
0.060000,0.500000,1.000000
0.060000,0.510000,1.000000
0.060000,0.520000,1.000000
0.060000,0.530000,1.000000
0.060000,0.540000,1.000000
0.060000,0.550000,1.000000
0.060000,0.560000,1.000000
0.060000,0.570000,1.000000
0.060000,0.580000,1.000000
0.060000,0.590000,1.000000
0.060000,0.600000,1.000000
0.060000,0.610000,1.000000
0.060000,0.620000,1.000000
0.060000,0.630000,1.000000
0.060000,0.640000,1.000000
0.060000,0.650000,1.000000
0.060000,0.660000,1.000000
0.060000,0.670000,1.000000
0.060000,0.680000,1.000000
0.060000,0.690000,1.000000
0.060000,0.700000,1.000000
0.060000,0.710000,1.000000
0.060000,0.720000,1.000000
0.060000,0.730000,1.000000
0.060000,0.740000,1.000000
0.060000,0.750000,1.000000
0.060000,0.760000,1.000000
0.060000,0.770000,1.000000
0.060000,0.780000,1.000000
0.060000,0.790000,1.000000
0.060000,0.800000,1.000000
0.060000,0.810000,1.000000
0.060000,0.820000,1.000000
0.060000,0.830000,1.000000
0.060000,0.840000,1.000000
0.060000,0.850000,1.000000
0.060000,0.860000,1.000000
0.060000,0.870000,1.000000
0.060000,0.880000,1.000000
0.060000,0.890000,1.000000
0.060000,0.900000,1.000000
0.060000,0.910000,1.000000
0.060000,0.920000,1.000000
0.060000,0.930000,1.000000
0.060000,0.940000,1.000000
0.060000,0.950000,0.992100
0.060000,0.960000,0.891100
0.060000,0.970000,0.790100
0.060000,0.980000,0.689100
0.060000,0.990000,0.588100
0.060000,1.000000,0.487100
0.060000,1.010000,0.386100
0.060000,1.020000,0.285100
0.060000,1.030000,0.184100
0.060000,1.040000,0.083100
0.060000,1.050000,0.000000
0.060000,1.060000,0.000000
0.060000,1.070000,0.000000
0.060000,1.080000,0.000000
0.060000,1.090000,0.000000
0.060000,1.100000,0.000000
0.060000,1.110000,0.000000
0.060000,1.120000,0.000000
0.060000,1.130000,0.000000
0.060000,1.140000,0.000000
0.060000,1.150000,0.000000
0.060000,1.160000,0.000000
0.060000,1.170000,0.000000
0.060000,1.180000,0.000000
0.060000,1.190000,0.000000
0.060000,1.200000,0.000000
0.070000,0.000000,1.000000
0.070000,0.010000,1.000000
0.070000,0.020000,1.000000
0.070000,0.030000,1.000000
0.070000,0.040000,1.000000
0.070000,0.050000,1.000000
0.070000,0.060000,1.000000
0.070000,0.070000,1.000000
0.070000,0.080000,1.000000
0.070000,0.090000,1.000000
0.070000,0.100000,1.000000
0.070000,0.110000,1.000000
0.070000,0.120000,1.000000
0.070000,0.130000,1.000000
0.070000,0.140000,1.000000
0.070000,0.150000,1.000000
0.070000,0.160000,1.000000
0.070000,0.170000,1.000000
0.070000,0.180000,1.000000
0.070000,0.190000,1.000000
0.070000,0.200000,1.000000
0.070000,0.210000,1.000000
0.070000,0.220000,1.000000
0.070000,0.230000,1.000000
0.070000,0.240000,1.000000
0.070000,0.250000,1.000000
0.070000,0.260000,1.000000
0.070000,0.270000,1.000000
0.070000,0.280000,1.000000
0.070000,0.290000,1.000000
0.070000,0.300000,1.000000
0.070000,0.310000,1.000000
0.070000,0.320000,1.000000
0.070000,0.330000,1.000000
0.070000,0.340000,1.000000
0.070000,0.350000,1.000000
0.070000,0.360000,1.000000
0.070000,0.370000,1.000000
0.070000,0.380000,1.000000
0.070000,0.390000,1.000000
0.070000,0.400000,1.000000
0.070000,0.410000,1.000000
0.070000,0.420000,1.000000
0.070000,0.430000,1.000000
0.070000,0.440000,1.000000
0.070000,0.450000,1.000000
0.070000,0.460000,1.000000
0.070000,0.470000,1.000000
0.070000,0.480000,1.000000
0.070000,0.490000,1.000000
0.070000,0.500000,1.000000
0.070000,0.510000,1.000000
0.070000,0.520000,1.000000
0.070000,0.530000,1.000000
0.070000,0.540000,1.000000
0.070000,0.550000,1.000000
0.070000,0.560000,1.000000
0.070000,0.570000,1.000000
0.070000,0.580000,1.000000
0.070000,0.590000,1.000000
0.070000,0.600000,1.000000
0.070000,0.610000,1.000000
0.070000,0.620000,1.000000
0.070000,0.630000,1.000000
0.070000,0.640000,1.000000
0.070000,0.650000,1.000000
0.070000,0.660000,1.000000
0.070000,0.670000,1.000000
0.070000,0.680000,1.000000
0.070000,0.690000,1.000000
0.070000,0.700000,1.000000
0.070000,0.710000,1.000000
0.070000,0.720000,1.000000
0.070000,0.730000,1.000000
0.070000,0.740000,1.000000
0.070000,0.750000,1.000000
0.070000,0.760000,1.000000
0.070000,0.770000,1.000000
0.070000,0.780000,1.000000
0.070000,0.790000,1.000000
0.070000,0.800000,1.000000
0.070000,0.810000,1.000000
0.070000,0.820000,1.000000
0.070000,0.830000,1.000000
0.070000,0.840000,1.000000
0.070000,0.850000,1.000000
